input_angle,velocity_angle,displace_angle,impulse_angle,displace_forward,displace_side,start_speed,end_speed,time_taken
0.0,0.0,0.0,0.0,630.5899852514267,0.0,-124.84082887473637,562.8447945273556,1.3500022888183594
0.0,0.0,0.0,0.0,697.0199682619423,0.0,1.740978480795024,612.7985101727766,1.3499984741210938
0.0,0.0,0.0,0.0,821.710002541542,0.0,124.84079090873082,705.7015641416195,1.3499984741210938
0.0,0.0,0.0,0.0,946.7899732589722,0.0,223.14065521439727,798.6245691609726,1.3499984741210938
0.0,0.0,0.0,0.0,1071.870014667511,0.0,321.43050213996077,891.5079536554587,1.3499984741210938
0.0,0.0,0.0,0.0,1196.9099559783936,0.0,419.72036432429064,984.440964062737,1.3500022888183594
0.0,0.0,0.0,0.0,1321.8499126434326,0.0,518.0101959910878,1077.3788142666751,1.3500022888183594
0.0,0.0,0.0,0.0,1446.9300146102905,0.0,616.3100374086048,1170.3023499048636,1.3500022888183594
0.0,0.0,0.0,0.0,1571.989966392517,0.0,714.5998690754019,1263.21600172212,1.3499984741210938
0.0,8.070664123671634E-6,0.0,1.9539543876678778E-5,1697.0300197601318,0.0,812.889700742199,1356.1203658107108,1.3499984741210938
0.0,7.56835129611666E-6,0.0,1.987637252232055E-5,1822.0299224853516,0.0,911.1896031947814,1446.5698027861351,1.3499984741210938
0.0,0.0,0.0,0.0,1973.4099426269531,0.0,1009.4794348615785,1546.9093761732415,1.366668701171875
0.0,6.6940474081622625E-6,0.0,2.0248467860195518E-5,2072.199882507324,0.0,1107.769327563441,1636.3260058465933,1.3500022888183594
0.0,6.328309388958786E-6,0.0,2.04377031307601E-5,2197.289873123169,0.0,1206.0590981951727,1731.259017640021,1.3500022888183594
0.0,6.000498854907832E-6,0.0,2.0630896136131227E-5,2322.3400592803955,0.0,1304.3590006477552,1826.182023563266,1.3500022888183594
0.0,5.711049098744425E-6,0.0,2.0908932377938783E-5,2444.7799034118652,0.0,1402.4788496575122,1919.055900486741,1.3499984741210938
0.0,5.4446255628448625E-6,0.0,2.1139985426632535E-5,2568.869873046875,0.0,1499.998723974737,2013.269221763844,1.3499984741210938
0.0,5.187845196985563E-6,0.0,2.1139990385998786E-5,2700.549961090088,0.0,1599.99857506785,2113.23018332417,1.3499984741210938
0.0,4.954194347206453E-6,0.0,2.1139990385998786E-5,2832.249843597412,0.0,1699.9984261609627,2213.191266907303,1.3499984741210938
0.0,4.821746977690111E-6,0.0,2.2853305247760858E-5,2930.510009765625,0.0,1799.9982772540757,2274.975402388659,1.3499984741210938
0.0,0.0,0.0,0.0,2909.209873199463,0.0,1899.9981283471886,2265.3690429901503,1.3333282470703125
0.0,9.20075685040267E-6,0.0,7.435710244685367E-5,2925.739833831787,0.0,1999.9979794403016,2268.8060748065186,1.3333282470703125
0.0,1.7960547813444805E-5,0.0,2.2431212984530546E-4,2942.0400390625,0.0,2099.9978305334143,2273.4566807020337,1.3333358764648438
0.0,4.817966575254573E-6,0.0,1.3233743312168755E-4,2920.159824371338,0.0,2199.997681626527,2260.9577421623208,1.3166656494140625
0.0,0.0,0.0,3.141592653589793,2932.079921722412,0.0,2299.9975327196403,2266.3540198959327,1.3166656494140625
0.17453292519943295,2.991758482226441,3.0087015196520097,0.07316315512549187,-1286.440029144287,171.97000122070312,-2299.997570685646,-758.6256978376637,1.3333282470703125
0.17453292519943295,2.9793250893981718,3.003166278911607,0.07827369095086412,-1213.560001373291,169.0699920654297,-2141.6577185743167,-720.044303682051,1.3333358764648438
0.17453292519943295,2.965662779356675,2.99544236019082,0.07896826622837017,-1122.0799560546875,165.1699981689453,-2099.9978684994203,-654.6373096164918,1.3333358764648438
0.17453292519943295,2.948975887167821,2.986616599249486,0.07970216448696266,-1032.139991760254,161.25,-1941.6580163880908,-589.1531780687951,1.3333282470703125
0.17453292519943295,2.92817189105296,2.9758079110692677,0.08048058097513766,-940.6499977111816,157.38999938964844,-1899.9981663131941,-523.7517789590752,1.3333282470703125
0.17453292519943295,2.901522857902968,2.962859662826741,0.08130392100996131,-850.709981918335,153.69000244140625,-1741.658314201865,-458.2801995445608,1.3333358764648438
0.17453292519943295,2.866229339387891,2.9466273163117442,0.08219443991102104,-759.2399559020996,149.92999267578125,-1699.9984641269682,-392.80716658007515,1.3333358764648438
0.17453292519943295,2.817464769921358,2.9267331717455125,0.08314723263530288,-669.299991607666,146.05999755859375,-1541.6586120156392,-327.3538891582437,1.3333282470703125
0.17453292519943295,2.7460370030947434,2.900339087510261,0.08421714258821122,-577.8599853515625,142.17999267578125,-1499.9987619407425,-261.8845206539836,1.3333282470703125
0.17453292519943295,2.6330136602482934,2.8648666157287677,0.08545078646092241,-487.0199851989746,138.3199920654297,-1402.4788876235177,-196.37713073264445,1.3333282470703125
0.17453292519943295,2.4358726354192264,2.814736908987057,0.086993554641692,-397.14999771118164,134.63999938964844,-1241.6590587363005,-130.87729377916824,1.3333358764648438
0.17453292519943295,2.0630176962818374,2.7369259904472454,0.08928893967149532,-305.5999927520752,130.88999938964844,-1206.0591361611782,-65.42300093989014,1.3333358764648438
0.17453292519943295,1.466195664228691,2.609202234532413,0.09185139771234785,-215.6899929046631,127.06999969482422,-1041.6594786202052,0.004825501670584487,1.3333282470703125
0.17453292519943295,1.2484127570379284,2.365490361699753,0.09248125944817187,-125.39999389648438,123.08999633789062,-1009.479472827584,20.6715785491541,1.3333282470703125
0.17453292519943295,0.7879398843250427,1.865254592588304,0.0913582026723081,-36.11999988555908,119.0999984741211,-841.659715398914,78.65142469681024,1.3333358764648438
0.17453292519943295,0.5127030249928044,1.1227298864769635,0.09133550678294,55.45999717712402,115.37999725341797,-812.8897387082045,143.66232835482637,1.3333358764648438
0.17453292519943295,0.36739185669561336,0.6732926658338991,0.09197988884185326,139.9399905204773,111.6199951171875,-670.8309030190059,208.65208251091434,1.3333358764648438
0.17453292519943295,0.28121511822822276,0.4281497701218415,0.09294342791144761,235.91999340057373,107.66999816894531,-541.6601621195753,273.67759642434874,1.3333282470703125
0.17453292519943295,0.22355878826619158,0.30762641957987635,0.09346654934137266,324.34997749328613,103.04999542236328,-518.0102339570933,336.47507413348023,1.3333282470703125
0.17453292519943295,0.17493138179018652,0.21985490834257937,0.09263653083154355,443.60000371932983,99.12999725341797,-341.6605209684148,434.01667270898554,1.3333358764648438
0.17453292519943295,0.15693960386213446,0.18697824454751877,0.09717796538659029,509.06998777389526,96.30999755859375,-321.43054010596626,468.6478157993002,1.3333358764648438
0.17453292519943295,0.1465898342509233,0.16811584874895424,0.10506563153602144,544.6100096702576,92.43000030517578,-141.66081878218898,487.02226668301626,1.3333282470703125
0.17453292519943295,0.1322561138205376,0.14738400853888245,0.11213926009433206,614.1700023412704,91.18000030517578,-124.84082887473637,538.5587688897231,1.3333282470703125
0.17453292519943295,0.1239168335929488,0.13599513462067825,0.1239168335929488,679.6999755948782,93.00999450683594,12.140962732218721,589.0547075426924,1.3333282470703125
0.17453292519943295,0.11111042169618446,0.11884441652870392,0.12923670546899002,831.1900000572205,99.25,91.24084246732151,709.984655492072,1.366668701171875
0.17453292519943295,0.10209897278267843,0.10804178679944787,0.13632837918434504,926.8500072956085,100.52999877929688,191.24069356043444,777.0571632974276,1.3333358764648438
0.17453292519943295,0.09511546486142808,0.09927554143007034,0.14362421429792427,1040.229995727539,103.61000061035156,342.4796205912695,874.3601712662584,1.3333358764648438
0.17453292519943295,0.08862345064926358,0.09153631848666222,0.14920766876498792,1173.729917049408,107.73999786376953,391.2403957466603,965.0130063575209,1.3333282470703125
0.17453292519943295,0.08365530654712106,0.08581322418210502,0.15583869268978323,1296.8400249481201,111.55999755859375,518.0101959910878,1059.0170236664305,1.3333282470703125
0.17453292519943295,0.07948385882904652,0.08076631822572566,0.16258922351991,1420.639907836914,114.98999786376953,591.2400674153535,1153.0102783971327,1.3333358764648438
0.17453292519943295,0.07592558577056363,0.07677337609457613,0.16945279888281717,1543.8499517440796,118.75999450683594,714.5998690754019,1246.9991769673834,1.3333358764648438
0.17453292519943295,0.07285998311556652,0.07327944159824495,0.17644687777226475,1667.599946975708,122.41999816894531,791.2397696015793,1341.0976551509357,1.3333282470703125
0.17453292519943295,0.07020969950910416,0.07021607251625417,0.1838435031760195,1790.7999420166016,125.94999694824219,911.1896031947814,1433.901634859536,1.3333282470703125
0.17453292519943295,0.06783135640543048,0.06767063290220543,0.19087679800681556,1914.2999572753906,129.739990234375,1009.4794348615785,1528.6029818487352,1.3333282470703125
0.17453292519943295,0.06489428512518902,0.06455131498985311,0.19495101884474764,2085.3598346710205,134.8000030517578,1091.239322880918,1639.545154888337,1.3666610717773438
0.17453292519943295,0.06389786655501406,0.06328611012768026,0.2053382726700177,2161.249834060669,136.95999145507812,1206.0590981951727,1718.3993999331099,1.3333282470703125
0.17453292519943295,0.06223736505429023,0.06152092302343504,0.21274482122652372,2284.789951324463,140.739990234375,1300.0989972255782,1813.2956359466918,1.3333282470703125
0.17453292519943295,0.06077970004059696,0.05986693706169688,0.22102297833598916,2405.6300010681152,144.19000244140625,1402.4788496575122,1906.1409203701994,1.3333282470703125
0.17453292519943295,0.05943610350665085,0.05842261772351609,0.22898622493357923,2528.159912109375,147.8699951171875,1499.998723974737,2000.332310968548,1.3333282470703125
0.17453292519943295,0.05814459903641733,0.057048108394969876,0.2349027540241133,2658.199863433838,151.80999755859375,1599.99857506785,2100.252107567995,1.3333282470703125
0.17453292519943295,0.05695979255649264,0.055795265184732656,0.24075259467469112,2788.200038909912,155.72999572753906,1699.9984261609627,2200.198490104171,1.3333282470703125
0.17453292519943295,0.056212243633675385,0.05450005461285201,0.26234302630422945,2888.510009765625,157.5800018310547,1799.9982772540757,2262.9578547849924,1.3333282470703125
0.17453292519943295,0.054228218198939304,0.0531159632678424,0.3161778335034051,2905.429843902588,154.47000122070312,1899.9981283471886,2267.8382466111884,1.3333282470703125
0.17453292519943295,0.05407417326417274,0.051806688227392206,0.4168160772202756,2884.109951019287,149.5500030517578,1999.9979794403016,2255.551866171633,1.3166656494140625
0.17453292519943295,0.052997531518120145,0.05059423433739818,0.593728264646832,2900.619873046875,146.87998962402344,2099.9978305334143,2260.891811663881,1.3166656494140625
0.17453292519943295,0.052303042179943304,0.04946355318891471,0.9823285896124618,2916.939853668213,144.39999389648438,2199.997681626527,2265.4662086611675,1.3166656494140625
0.17453292519943295,0.05190215732384895,0.048692529039711774,1.7352523660729853,2890.969814300537,140.87998962402344,2299.9975327196403,2251.6936958736833,1.3000030517578125
0.3490658503988659,2.866068554836156,2.891161060929231,0.14786116537048932,-1348.7399559020996,345.0099792480469,-2299.997570685646,-775.6174199659622,1.3333282470703125
0.3490658503988659,2.8456258209208993,2.8813587157623015,0.15527806603685268,-1273.809970855713,339.17999267578125,-2199.997719592533,-733.5506838829453,1.3333282470703125
0.3490658503988659,2.8221488255248257,2.867869998240929,0.15680433621740697,-1181.179931640625,331.6399841308594,-2099.9978684994203,-667.2393071544371,1.3333282470703125
0.3490658503988659,2.7972110671525208,2.8500745998714407,0.15764190708721082,-1062.930019378662,318.9499816894531,-1999.998017406307,-606.7405277637257,1.3166656494140625
0.3490658503988659,2.7596145848177756,2.83433215182464,0.16010766380645802,-996.8499183654785,316.30999755859375,-1841.6581652949778,-534.5205370442437,1.3333282470703125
0.3490658503988659,2.7127651271368727,2.8193462502024413,0.159070551175297,-937.6599731445312,313.07000732421875,-1799.9983152200812,-446.74497812711525,1.3666534423828125
0.3490658503988659,2.662388508320462,2.7861394275593865,0.1639206809489906,-810.9999656677246,301.05999755859375,-1699.9984641269682,-401.72555915986834,1.3333282470703125
0.3490658503988659,2.591091459085888,2.753721186601063,0.16615335953770938,-718.4100074768066,293.5199890136719,-1599.9986130338555,-335.2884106862527,1.3333282470703125
0.3490658503988659,2.4952756950994113,2.7131031352401145,0.16863910230650925,-625.8399658203125,285.8800048828125,-1499.9987619407425,-268.7919325694107,1.3333282470703125
0.3490658503988659,2.362645380450275,2.660710502101887,0.17158858953801426,-533.2999839782715,278.239990234375,-1402.4788876235177,-202.34939458554453,1.3333282470703125
0.3490658503988659,2.1765372605691695,2.590953513085859,0.17525000535647361,-440.7599811553955,270.6199951171875,-1304.3590386137607,-135.89193508446255,1.3333282470703125
0.3490658503988659,1.9213895572133883,2.4944251956274766,0.1802956544700347,-348.15999031066895,263.1199951171875,-1206.0591361611782,-69.40392622270315,1.3333282470703125
0.3490658503988659,1.609384721171748,2.3560379710317267,0.1847806114774928,-255.54998016357422,255.62998962402344,-1107.7693655294465,-3.0624879084414323,1.3333282470703125
0.3490658503988659,1.49179781917264,2.154869285936706,0.18918423122441874,-163.84999084472656,247.87998962402344,-1009.479472827584,17.334661331838834,1.3333282470703125
0.3490658503988659,1.2438959762236368,1.8688500890871502,0.18825575935368666,-73.71999835968018,239.97000122070312,-841.659715398914,62.06673586779451,1.3333282470703125
0.3490658503988659,0.9350839148383034,1.4859582349304472,0.18597071727344017,19.739999771118164,232.1199951171875,-812.8897387082045,128.45228793645117,1.3333282470703125
0.3490658503988659,0.7103160998658575,1.110308340235,0.18573708728045335,111.32999897003174,224.42999267578125,-641.6600132126882,194.72652695823993,1.3333282470703125
0.3490658503988659,0.5556484846257139,0.8137099585485821,0.18670118942499925,204.8399896621704,216.77999877929688,-616.3100753746103,260.9986225093529,1.3333282470703125
0.3490658503988659,0.4479648877325415,0.6140271429364299,0.18844250909098093,296.5400023460388,209.0399932861328,-441.6603720615277,327.20888575168175,1.3333282470703125
0.3490658503988659,0.3705534777555384,0.47675085420780405,0.1908254795522113,389.9799976348877,201.4199981689453,-419.72040229029614,393.4528546880886,1.3333282470703125
0.3490658503988659,0.31286568716055907,0.38170979031621877,0.19370253231744194,482.58997678756714,193.70999145507812,-321.43054010596626,459.6628541331215,1.3333282470703125
0.3490658503988659,0.29088599050813846,0.3415819538489757,0.20879607056422178,523.4899950027466,186.11000061035156,-223.14069318040282,481.37444429334255,1.3333282470703125
0.3490658503988659,0.2626841103621018,0.30143321185406435,0.22284276742181897,590.9799780249596,183.739990234375,-41.6609562450013,532.8395821958495,1.3333282470703125
0.3490658503988659,0.24591063960399073,0.27789188707440027,0.24591063960399073,657.5799804776907,187.58999633789062,12.140962732218721,583.4385886009827,1.3333282470703125
0.3490658503988659,0.2211340092173839,0.24464713694357454,0.2576904736718417,780.7800098657608,194.9199981689453,124.84079090873082,677.4995531777951,1.3333282470703125
0.3490658503988659,0.20216532911784024,0.22094465631400806,0.26961219958067417,900.3099927902222,202.22000122070312,245.880652635937,771.810070513536,1.3333282470703125
0.3490658503988659,0.18721246875149866,0.20105715783602562,0.2817324560568668,1028.1100001335144,209.5399932861328,291.2405446535474,865.7178212700978,1.3333282470703125
0.3490658503988659,0.17511229934374417,0.18624775117688386,0.29401113419995273,1151.2400341033936,216.92999267578125,419.72036432429064,959.8099851971926,1.3333282470703125
0.3490658503988659,0.16513870719298063,0.17408362319541903,0.3064881857055488,1274.6799907684326,224.1699981689453,518.0101959910878,1053.8917268065752,1.3333282470703125
0.3490658503988659,0.1567508132055797,0.16407226018689447,0.3190995381296602,1398.279990196228,231.5,616.3100374086048,1148.0138337033793,1.3333282470703125
0.3490658503988659,0.1496203814021939,0.15569214503384532,0.3318986178244365,1522.0199565887451,238.89999389648438,691.2399185084664,1242.1053620170887,1.3333282470703125
0.3490658503988659,0.14347811694827373,0.14848836504651475,0.34486238390070545,1645.1699123382568,246.09999084472656,812.889700742199,1336.208184752401,1.3333282470703125
0.3490658503988659,0.13543085501128327,0.14070527003386446,0.351105833499439,1809.3600006103516,256.2799987792969,911.1896031947814,1442.9352311072807,1.3666534423828125
0.3490658503988659,0.13346859215546059,0.13700571743666123,0.3715714537505055,1892.0799865722656,260.8599853515625,1009.4794348615785,1523.9081526407451,1.3333282470703125
0.3490658503988659,0.12930078243626686,0.13222102765896548,0.3845704010165314,2015.6099166870117,268.07000732421875,1107.769327563441,1619.0298618730915,1.3333282470703125
0.3490658503988659,0.12558918423713616,0.12805978554899533,0.39766924419568306,2139.099931716919,275.44000244140625,1206.0590981951727,1714.172458303176,1.3333282470703125
0.3490658503988659,0.1222708750715702,0.12432832875642941,0.4109085939015964,2262.5700397491455,282.7599792480469,1304.3590006477552,1809.2822716736648,1.3333282470703125
0.3490658503988659,0.11934548805438294,0.12047092566595419,0.4255761778384688,2395.1498346328735,289.9499816894531,1401.330495567164,1902.3459056603351,1.3333282470703125
0.3490658503988659,0.1166532124218489,0.11803266253998324,0.43956099246113656,2505.989990234375,297.16998291015625,1499.998723974737,1996.7459093332125,1.3333282470703125
0.3490658503988659,0.11243081657409393,0.11443290723588317,0.4432927581684414,2667.419834136963,306.5799865722656,1599.99857506785,2104.0605818281833,1.3499908447265625
0.3490658503988659,0.10779892091754273,0.1124915656118417,0.44539341190221515,2802.639980316162,316.6099853515625,1699.9984261609627,2206.9515428621285,1.3499908447265625
0.3490658503988659,0.10956296189224246,0.11006493630295933,0.490263466092026,2876.169921875,317.8500061035156,1799.9982772540757,2266.853384939538,1.3333282470703125
0.3490658503988659,0.10670540030103792,0.10715382007831065,0.5832689430089886,2893.669834136963,311.2599792480469,1899.9981283471886,2271.4968506028977,1.3333282470703125
0.3490658503988659,0.10378210767378371,0.10451516365529545,0.7203661429695569,2910.940029144287,305.3500061035156,1999.9979794403016,2275.038664743903,1.3333282470703125
0.3490658503988659,0.10418014059143488,0.10205666622304932,0.9494272499631515,2889.97998046875,295.9700012207031,2099.9978305334143,2266.49841596798,1.3166656494140625
0.3490658503988659,0.10221605103805587,0.09912907467156762,1.2758192383481681,2925.039873123169,290.9100036621094,2200.000359653003,2271.656681173499,1.3166656494140625
0.3490658503988659,0.10182128506691979,0.09819759919606286,1.6925056006783756,2881.099941253662,283.8299865722656,2299.9975327196403,2261.132995345059,1.3000030517578125
0.5235987755982988,2.817925337157681,2.8074772147474345,0.17638767303893288,-1461.4999656677246,507.3299865722656,-2299.997570685646,-738.0913761112822,1.350006103515625
0.5235987755982988,2.7855858447429833,2.7954081312952894,0.19360207213705727,-1383.6299171447754,499.0899963378906,-2199.997719592533,-705.2493118924552,1.3499908447265625
0.5235987755982988,2.7543579221598096,2.779171618035508,0.19723126006875003,-1287.0499267578125,488.0099792480469,-2099.9978684994203,-637.9494392736807,1.3499908447265625
0.5235987755982988,2.71728284650864,2.7605273416775304,0.20100321604591054,-1190.420009613037,476.94000244140625,-1999.998017406307,-570.6573422237702,1.350006103515625
0.5235987755982988,2.6724522864534883,2.738937291529173,0.20503252150537632,-1093.850009918213,465.8999938964844,-1899.9981663131941,-503.2131954241059,1.350006103515625
0.5235987755982988,2.615110921894642,2.713129144232119,0.22872018336970035,-997.97998046875,455.8399963378906,-1799.9983152200812,-470.4403560540619,1.3499908447265625
0.5235987755982988,2.5489481786287005,2.6837086812057267,0.2140570673751483,-900.6199607849121,443.8399963378906,-1699.9984641269682,-368.2441054297365,1.3499908447265625
0.5235987755982988,2.4621805319028596,2.647823365084398,0.2192338025087548,-804.0099830627441,432.75,-1599.9986130338555,-300.6178919990292,1.350006103515625
0.5235987755982988,2.3509879169803307,2.604113530919257,0.22502783090325673,-707.4400024414062,421.6399841308594,-1499.9987619407425,-232.94360032261935,1.3499908447265625
0.5235987755982988,2.2080565576670277,2.549667131181268,0.23174068417010218,-610.7700157165527,410.6499938964844,-1402.4788876235177,-165.2720910061258,1.3499908447265625
0.5235987755982988,2.027516285994278,2.4808309872527534,0.2398700600144026,-514.160005569458,399.66998291015625,-1304.3590386137607,-97.45977903394176,1.350006103515625
0.5235987755982988,1.8120050769721932,2.391870621991285,0.249566938216369,-417.5699939727783,388.78997802734375,-1206.0591361611782,-29.597052920281392,1.350006103515625
0.5235987755982988,1.6728811988779073,2.2753771624823456,0.25947153404028334,-321.27999114990234,377.9100036621094,-1107.7693655294465,9.490243388570883,1.3499908447265625
0.5235987755982988,1.5178449342252347,2.1217893103992513,0.2644461866856489,-225.3699951171875,366.7699890136719,-1009.479472827584,47.76548363085772,1.3499908447265625
0.5235987755982988,1.4237384602691603,1.9246671950545906,0.270371009039587,-131.1999969482422,355.1499938964844,-911.1896411607869,61.67277271577642,1.350006103515625
0.5235987755982988,1.1797214084378669,1.6744998430187494,0.2635671059481235,-35.739999771118164,343.3999938964844,-812.8897387082045,121.18474543605727,1.350006103515625
0.5235987755982988,0.9388616795062728,1.389474134037041,0.25933319512866126,60.83999729156494,331.8500061035156,-714.5999070414074,188.6286588975482,1.3499908447265625
0.5235987755982988,0.7502619011610254,1.1139121507744845,0.2581974226516044,157.51999759674072,320.44000244140625,-616.3100753746103,256.2069865481368,1.3499908447265625
0.5235987755982988,0.6102322396044602,0.8827774826564951,0.2592660833008227,254.0999927520752,309.1199951171875,-518.0102339570933,323.65804876174565,1.350006103515625
0.5235987755982988,0.5066973061897624,0.7042605641180169,0.2619581263841202,350.65999031066895,297.91998291015625,-419.72040229029614,391.1156705806791,1.3499908447265625
0.5235987755982988,0.428740027933431,0.5699916796356832,0.2658492541100992,447.2999987602234,286.6999816894531,-321.43054010596626,458.525403012638,1.3499908447265625
0.5235987755982988,0.40164115422877655,0.5074822666532954,0.28849078822412877,495.4699754714966,275.5099792480469,-223.14069318040282,479.4747798149214,1.350006103515625
0.5235987755982988,0.3592537413200163,0.44850568068882346,0.30519182518453003,565.029987692833,271.8999938964844,-124.84082887473637,536.1260218115463,1.350006103515625
0.5235987755982988,0.3361042795060476,0.4143242523745361,0.3361042795060476,631.290002450347,277.6300048828125,12.140962732218721,586.2561089868478,1.3499908447265625
0.5235987755982988,0.3016068819116635,0.3643836643224514,0.3511162902484479,756.1299854516983,288.3999938964844,124.84079090873082,679.606844250691,1.3499908447265625
0.5235987755982988,0.2751734390852343,0.3272996231492762,0.36643672708665354,881.2099561691284,299.17999267578125,223.14065521439727,772.9546033089586,1.350006103515625
0.5235987755982988,0.25432788910552717,0.2987279663387248,0.3820777018718531,1006.2899975776672,309.8800048828125,321.43050213996077,866.2993283951263,1.350006103515625
0.5235987755982988,0.23892215079643875,0.2760929339444467,0.4011621641202301,1131.299970626831,320.5299987792969,419.72036432429064,956.135674294313,1.3499908447265625
0.5235987755982988,0.2235411579634614,0.25785922094709357,0.4140636591939926,1256.3200054168701,331.3299865722656,518.0101959910878,1052.9856980504328,1.3499908447265625
0.5235987755982988,0.2118633699010275,0.24278179745090167,0.43038538439093355,1381.3299169540405,342.1099853515625,616.3100374086048,1146.3597440020965,1.3499908447265625
0.5235987755982988,0.20193864167177833,0.23000847801473667,0.44694330864357035,1506.3699712753296,352.7200012207031,714.5998690754019,1239.7046278946807,1.350006103515625
0.5235987755982988,0.18259840041637676,0.21651725247099618,0.43926312590696437,1668.4899806976318,367.0099792480469,812.889700742199,1334.1890448916402,1.383331298828125
0.5235987755982988,0.18620439673947264,0.2099709319588008,0.4823803478447637,1756.399917602539,374.30999755859375,911.1896031947814,1424.0435908690677,1.3499755859375
0.5235987755982988,0.1795266752954503,0.2018263401446243,0.4985036830397527,1881.5599670410156,384.989990234375,1009.4794348615785,1518.6989930016362,1.350006103515625
0.5235987755982988,0.17371769656321123,0.19468959662016028,0.5145305858848448,2006.6199264526367,395.67999267578125,1107.769327563441,1614.1125591279208,1.350006103515625
0.5235987755982988,0.16860867950965264,0.18841960483082265,0.5307293104783728,2131.670000076294,406.4700012207031,1206.0590981951727,1709.580061233535,1.3499755859375
0.5235987755982988,0.16403170517366616,0.18281550728358198,0.5469398655428366,2256.7099323272705,417.2200012207031,1304.3590006477552,1805.018889501782,1.350006103515625
0.5235987755982988,0.16003123511775263,0.1778583399589142,0.5649434727870197,2379.0899620056152,427.6600036621094,1402.4788496575122,1898.3927140043304,1.350006103515625
0.5235987755982988,0.15635213459417985,0.17336039148646565,0.5819002848742341,2503.280029296875,438.3699951171875,1499.998723974737,1993.144252161526,1.3499755859375
0.5235987755982988,0.15284077224760262,0.16903141874779437,0.59401711303815,2634.890048980713,449.66998291015625,1599.99857506785,2093.6375592846084,1.350006103515625
0.5235987755982988,0.14964550395498755,0.16509122899356243,0.6058761481768395,2766.680019378662,460.9499816894531,1699.9984261609627,2194.1553602299423,1.350006103515625
0.5235987755982988,0.1470396451361562,0.16154097699090975,0.6352104120002937,2894.18994140625,471.6399841308594,1799.9982772540757,2274.0282048773433,1.3499755859375
0.5235987755982988,0.14090454427924648,0.15719085153888335,0.7334438862668384,2912.709873199463,461.6600036621094,1899.9981283471886,2275.0240635867845,1.350006103515625
0.5235987755982988,0.14363974067847463,0.15338065835834014,0.9059783610372132,2893.109951019287,447.2599792480469,1999.9979794403016,2272.8208564267584,1.33331298828125
0.5235987755982988,0.14029638347988982,0.1496853122395947,1.1121538999846496,2910.75,438.97998046875,2099.9978305334143,2276.8633890416986,1.333343505859375
0.5235987755982988,0.1421572003788063,0.14634041350597227,1.3928038289465237,2890.549961090088,426.04998779296875,2199.997681626527,2272.336499932414,1.316650390625
